artist,artist_genre_scrape,artist_lyric_scape,collaboration,song,song_genre_scrape,song_lyric_scrape,year
Red Hot Chili Peppers,red+hot+chili+peppers,redhotchilipeppers,0,Dani California,dani+california,danicalifornia,2006
Lil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ,lil+jon,liljon,1,Snap Yo Fingers,snap+yo+fingers,snapyofingers,2006
Dem Franchize Boyz Featuring Lil Peanut & Charlay,dem+franchize+boyz,demfranchizeboyz,1,"Lean Wit It, Rock Wit It","lean+wit+it,+rock+wit+it","leanwitit,rockwitit",2006
Rascal Flatts,rascal+flatts,rascalflatts,0,What Hurts The Most,what+hurts+the+most,whathurtsthemost,2006
The Fray,the+fray,thefray,0,How To Save A Life,how+to+save+a+life,howtosavealife,2006
Rihanna,rihanna,rihanna,0,Unfaithful,unfaithful,unfaithful,2006
Snow Patrol,snow+patrol,snowpatrol,0,Chasing Cars,chasing+cars,chasingcars,2006
Hinder,hinder,hinder,0,Lips Of An Angel,lips+of+an+angel,lipsofanangel,2006
Cascada,cascada,cascada,0,Everytime We Touch,everytime+we+touch,everytimewetouch,2006
Christina Aguilera,christina+aguilera,christinaaguilera,0,Ain't No Other Man,ain't+no+other+man,ain'tnootherman,2006
Fall Out Boy,fall+out+boy,falloutboy,0,"Dance, Dance","dance,+dance","dance,dance",2006
Kanye West Featuring Jamie Foxx,kanye+west,kanyewest,1,Gold Digger,gold+digger,golddigger,2006
Ludacris Featuring Pharrell,ludacris,ludacris,1,Money Maker,money+maker,moneymaker,2006
Bubba Sparxxx Featuring Ying Yang Twins & Mr. ColliPark,bubba+sparxxx,bubbasparxxx,1,Ms. New Booty,ms.+new+booty,ms.newbooty,2006
Sean Paul Featuring Keyshia Cole,sean+paul,seanpaul,1,(When You Gonna) Give It Up To Me,(when+you+gonna)+give+it+up+to+me,(whenyougonna)giveituptome,2006
Nickelback,nickelback,nickelback,0,Photograph,photograph,photograph,2006
Kelly Clarkson,kelly+clarkson,kellyclarkson,0,Because Of You,because+of+you,becauseofyou,2006
The Pussycat Dolls,the+pussycat+dolls,thepussycatdolls,0,Stickwitu,stickwitu,stickwitu,2006
T-Pain Featuring Mike Jones,t-pain,t-pain,1,I'm N Luv (Wit A Stripper),i'm+n+luv+(wit+a+stripper),i'mnluv(witastripper),2006
The Black Eyed Peas,the+black+eyed+peas,theblackeyedpeas,0,My Humps,my+humps,myhumps,2006
Fort Minor Featuring Holly Brook,fort+minor,fortminor,1,Where'd You Go,where'd+you+go,where'dyougo,2006
Chris Brown,chris+brown,chrisbrown,0,Yo (Excuse Me Miss),yo+(excuse+me+miss),yo(excusememiss),2006
Kelly Clarkson,kelly+clarkson,kellyclarkson,0,Walk Away,walk+away,walkaway,2006
D4L,d4l,d4l,0,Laffy Taffy,laffy+taffy,laffytaffy,2006
T.I.,t.i.,t.i.,0,What You Know,what+you+know,whatyouknow,2006
The All-American Rejects,the+all-american+rejects,theall-americanrejects,0,Dirty Little Secret,dirty+little+secret,dirtylittlesecret,2006
Nickelback,nickelback,nickelback,0,Savin' Me,savin'+me,savin'me,2006
Mariah Carey,mariah+carey,mariahcarey,0,Don't Forget About Us,don't+forget+about+us,don'tforgetaboutus,2006
Ne-Yo,ne-yo,ne-yo,0,Sexy Love,sexy+love,sexylove,2006
E-40 Featuring T-Pain & Kandi Girl,e-40,e-40,1,U And Dat,u+and+dat,uanddat,2006
Nickelback,nickelback,nickelback,0,Far Away,far+away,faraway,2006
Nick Lachey,nick+lachey,nicklachey,0,What's Left Of Me,what's+left+of+me,what'sleftofme,2006
Field Mob Featuring Ciara,field+mob,fieldmob,1,So What,so+what,sowhat,2006
Cherish Featuring Sean Paul Of The YoungBloodZ,cherish,cherish,1,Do It To It,do+it+to+it,doittoit,2006
KT Tunstall,kt+tunstall,kttunstall,0,Black Horse & The Cherry Tree,black+horse+&+the+cherry+tree,blackhorse&thecherrytree,2006
Juelz Santana,juelz+santana,juelzsantana,0,There It Go! (The Whistle Song),there+it+go!+(the+whistle+song),thereitgo!(thewhistlesong),2006
Young Dro Featuring T.I.,young+dro,youngdro,1,Shoulder Lean,shoulder+lean,shoulderlean,2006
Jamie Foxx Featuring Ludacris,jamie+foxx,jamiefoxx,1,Unpredictable,unpredictable,unpredictable,2006
Justin Timberlake Featuring T.I.,justin+timberlake,justintimberlake,1,My Love,my+love,mylove,2006
Eminem Featuring Nate Dogg,eminem,eminem,1,Shake That,shake+that,shakethat,2006
Chingy Featuring Tyrese,chingy,chingy,1,Pullin' Me Back,pullin'+me+back,pullin'meback,2006
Kelis Featuring Too $hort,kelis,kelis,1,Bossy,bossy,bossy,2006
Jibbs,jibbs,jibbs,0,Chain Hang Low,chain+hang+low,chainhanglow,2006
Akon Featuring Eminem,akon,akon,1,Smack That,smack+that,smackthat,2006
Ray J,ray+j,rayj,0,One Wish,one+wish,onewish,2006
Fall Out Boy,fall+out+boy,falloutboy,0,"Sugar, We're Goin' Down","sugar,+we're+goin'+down","sugar,we'regoin'down",2006
Chris Brown Featuring Lil Wayne,chris+brown,chrisbrown,1,Gimme That,gimme+that,gimmethat,2006
Yung Joc Featuring Brandy 'Ms. B.' Hambrick,yung+joc,yungjoc,1,I Know You See It,i+know+you+see+it,iknowyouseeit,2006
Bon Jovi,bon+jovi,bonjovi,0,Who Says You Can't Go Home,who+says+you+can't+go+home,whosaysyoucan'tgohome,2006
JoJo,jojo,jojo,0,Too Little Too Late,too+little+too+late,toolittletoolate,2006
Busta Rhymes,busta+rhymes,bustarhymes,0,Touch It,touch+it,touchit,2006
Daddy Yankee,daddy+yankee,daddyyankee,0,Rompe,rompe,rompe,2006
Beyonce Featuring Jay Z,beyonce,beyonce,1,Deja Vu,deja+vu,dejavu,2006
Rascal Flatts,rascal+flatts,rascalflatts,0,Life Is A Highway,life+is+a+highway,lifeisahighway,2006
Evanescence,evanescence,evanescence,0,Call Me When You're Sober,call+me+when+you're+sober,callmewhenyou'resober,2006
Carrie Underwood,carrie+underwood,carrieunderwood,0,"Jesus, Take The Wheel","jesus,+take+the+wheel","jesus,takethewheel",2006
Danity Kane,danity+kane,danitykane,0,Show Stopper,show+stopper,showstopper,2006
Ciara Featuring Chamillionaire,ciara,ciara,1,Get Up,get+up,getup,2006
Sean Paul,sean+paul,seanpaul,0,We Be Burnin',we+be+burnin',webeburnin',2006
Blue October,blue+october,blueoctober,0,Hate Me,hate+me,hateme,2006
Lifehouse,lifehouse,lifehouse,0,You And Me,you+and+me,youandme,2006
The Pussycat Dolls Featuring will.i.am,the+pussycat+dolls,thepussycatdolls,1,Beep,beep,beep,2006
"Dem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow",dem+franchize+boyz,demfranchizeboyz,1,I Think They Like Me,i+think+they+like+me,ithinktheylikeme,2006
Chris Brown,chris+brown,chrisbrown,0,Say Goodbye,say+goodbye,saygoodbye,2006
John Mayer,john+mayer,johnmayer,0,Waiting On The World To Change,waiting+on+the+world+to+change,waitingontheworldtochange,2006
Young Jeezy Featuring Akon,young+jeezy,youngjeezy,1,Soul Survivor,soul+survivor,soulsurvivor,2006
The Black Eyed Peas,the+black+eyed+peas,theblackeyedpeas,0,Pump It,pump+it,pumpit,2006
Eminem,eminem,eminem,0,When I'm Gone,when+i'm+gone,wheni'mgone,2006
Madonna,madonna,madonna,0,Hung Up,hung+up,hungup,2006
Three 6 Mafia Featuring Young Buck & Eightball & MJG,three+6+mafia,three6mafia,1,Stay Fly,stay+fly,stayfly,2006
Keyshia Cole,keyshia+cole,keyshiacole,0,Love,love,love,2006
Ne-Yo,ne-yo,ne-yo,0,When You're Mad,when+you're+mad,whenyou'remad,2006
T.I.,t.i.,t.i.,0,Why You Wanna,why+you+wanna,whyyouwanna,2006
P!nk,p!nk,p!nk,0,Stupid Girls,stupid+girls,stupidgirls,2006
Gorillaz,gorillaz,gorillaz,0,Feel Good Inc,feel+good+inc,feelgoodinc,2006
T-Pain,t-pain,t-pain,0,I'm Sprung,i'm+sprung,i'msprung,2006
Taylor Hicks,taylor+hicks,taylorhicks,0,Do I Make You Proud,do+i+make+you+proud,doimakeyouproud,2006
Teddy Geiger,teddy+geiger,teddygeiger,0,For You I Will (Confidence),for+you+i+will+(confidence),foryouiwill(confidence),2006
